"Name";"OU";"User";"Computer";"Delegation"
"Mig_IPGL_TEST_Kiosk_LOCK";"EMEA.IPG.CORP/IPGL-BU/Users/Special/Kiosk Mode";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Splunk_Policies";"EMEA.IPG.CORP/Domain Controllers";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_BU_Wireless Policy";"EMEA.IPG.CORP/IPGL-BU/Computers/Laptops";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGL-BU/Computers/Desktops";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGL-BU/Computers/Laptops";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGRT-MI/Computers";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGUK-BR/Computers";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGSP-BC/Computers";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGPL-GL/Computers";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGL-AL/Computers";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGIT-MI/Computers";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGFR-IK/Computers";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGEU-IL/Computers";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGCZ-PRG/Computers";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_LogonInfo_ComputerDescription_and_Attribute";"EMEA.IPG.CORP/IPGL-BU/Computers/PCV";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPGP-OktaIntranetRegistryEntry";"EMEA.IPG.CORP";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGL-BU/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGL-BU/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGUK-BR/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGUK-BR/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGSP-BC/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGSP-BC/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGRT-MI/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGRT-MI/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGPL-GL/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGPL-GL/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGL-AL/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGL-AL/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGIT-MI/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGIT-MI/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGFR-IK/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGFR-IK/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGEU-IL/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGEU-IL/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGCZ-PRG/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_Default Computers and Laptops policy";"EMEA.IPG.CORP/IPGCZ-PRG/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGL-BU/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGL-BU/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGUK-BR/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGUK-BR/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGSP-BC/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGSP-BC/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGRT-MI/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGRT-MI/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGPL-GL/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGPL-GL/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGL-AL/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGL-AL/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGIT-MI/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGIT-MI/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGFR-IK/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGFR-IK/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGEU-IL/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGEU-IL/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGCZ-PRG/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"Mig_IPG_EMEA_Default_IE_Policy";"EMEA.IPG.CORP/IPGCZ-PRG/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_BU_PKI_AutoEnrollment_PUSH";"EMEA.IPG.CORP/IPGL-BU/Computers/Desktops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_BU_PKI_AutoEnrollment_PUSH";"EMEA.IPG.CORP/IPGL-BU/Computers/Laptops";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_BU_PKI_AutoEnrollment_PUSH";"EMEA.IPG.CORP/IPGL-BU/Users/Enabled";"false";"false";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_RDP_EnableEndConfigure";"EMEA.IPG.CORP/IPGL-BU/Computers/Desktops/IT";"true";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PKI_Cisco_Umbrella_CA_Install";"EMEA.IPG.CORP/IPGL-BU/Computers";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PKI_Cisco_Umbrella_CA_Install";"EMEA.IPG.CORP/IPGPL-GL";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PKI_Cisco_Umbrella_CA_Install";"EMEA.IPG.CORP/IPGL-BU/Test Environment/Computers";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_News_And_Interests";"EMEA.IPG.CORP/IPGL-BU/Computers";"true";"true";"Domain Computers@GpoApply|Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_News_And_Interests";"EMEA.IPG.CORP/IPGL-AL/Computers";"true";"true";"Domain Computers@GpoApply|Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_News_And_Interests";"EMEA.IPG.CORP/IPGIT-MI/Computers";"true";"true";"Domain Computers@GpoApply|Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_News_And_Interests";"EMEA.IPG.CORP/IPGL-BU/Test Environment/Computers";"true";"true";"Domain Computers@GpoApply|Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_BU_LDM_Predefined_local_Administrator_Rights";"EMEA.IPG.CORP/IPGL-BU/Computers/Laptops/LDM";"true";"true";"Domain Computers@GpoApply|Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_BU_LDM_Predefined_local_Administrator_Rights";"EMEA.IPG.CORP/IPGL-BU/Computers/Desktops/LDM";"true";"true";"Domain Computers@GpoApply|Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PDBclient";"EMEA.IPG.CORP/IPGL-BU/Computers/Desktops";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PDBclient";"EMEA.IPG.CORP/IPGL-BU/Computers/Laptops";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PDBclient";"EMEA.IPG.CORP/IPGPL-GL/Computers/Laptops";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PDBclient";"EMEA.IPG.CORP/IPGPL-GL/Computers/Desktops";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PDBclient";"EMEA.IPG.CORP/IPGIT-MI/Computers/Laptops";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PDBclient";"EMEA.IPG.CORP/IPGIT-MI/Computers/Desktops";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PDBclient";"EMEA.IPG.CORP/IPGFR-IK/Computers/Laptops";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PDBclient";"EMEA.IPG.CORP/IPGFR-IK/Computers/Desktops";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
"IPG_EMEA_PDBclient";"EMEA.IPG.CORP/IPGL-BU/Computers/PCV";"false";"true";"Authenticated Users@GpoApply|Domain Admins@GpoEditDeleteModifySecurity|Enterprise Admins@GpoEditDeleteModifySecurity|ENTERPRISE DOMAIN CONTROLLERS@GpoRead|SYSTEM@GpoEditDeleteModifySecurity"
